V1,V2,V3,V4,V5,V6,V7,Class
5,2,15997,15994,56535,146877,113396,4
1,2,128929,128909,116224,55313,101447,4
1,2,127358,127338,34868,130995,20229,3
3,3,157866,157842,13364,110139,10152,6
1,4,129416,129396,5851,162503,85556,5
3,4,145863,145842,38206,83256,155843,3
5,2,38824,38816,124496,61007,93242,1
4,2,65065,65052,92420,77846,72540,4
4,3,51377,51369,7403,86917,150189,3
3,2,146471,146450,18978,95899,51729,7
5,4,40620,40612,83225,60371,154401,7
5,2,11581,11580,49439,153489,92512,4
3,3,140916,140896,154345,78507,117644,10
3,2,147061,147040,129006,34833,66942,4
5,3,36451,36443,153133,37031,20753,4
1,4,119045,119027,5127,134150,94948,4
1,1,114659,114641,81886,85542,16536,3
1,3,117237,117219,45887,77292,142407,3
4,3,53018,53010,39006,83672,149689,3
5,1,6817,6817,147411,65334,124056,9
1,4,116545,116527,35200,124537,103294,10
3,1,136585,136565,126016,81458,81582,3
4,3,52712,52704,154070,40148,57577,10
5,3,19477,19473,42694,122798,106702,5
4,1,67563,67550,108468,100519,31608,7
5,2,24097,24093,123042,106283,8245,2
4,2,57418,57407,47927,57482,24896,10
4,2,75485,75471,30370,33944,7150,10
5,1,41928,41920,83753,150838,61233,4
2,2,78514,78500,96919,22778,78026,3
2,3,80239,80225,128118,47244,121870,9
1,3,109671,109653,128126,45026,133796,9
5,3,2014,2014,162987,23788,42515,4
3,1,152984,152961,84015,65951,55596,1
1,3,111839,111821,47462,9525,120481,7
5,1,10106,10105,143307,99534,62787,3
3,4,147398,147377,136000,162725,144999,10
5,2,14755,14753,142137,47044,36927,9
5,2,42007,41999,75749,126650,68040,4
3,2,142770,142750,104414,93271,29326,10
5,1,31959,31953,135128,30275,87723,7
2,1,78147,78133,40728,123683,27037,10
4,4,58577,58566,2694,76004,162978,3
3,1,160362,160337,44953,149110,94714,4
4,3,67494,67481,80246,69081,121153,7
4,3,66453,66440,140196,13869,17258,4
4,1,71231,71217,42042,67381,33932,5
4,2,56525,56514,74304,139769,89759,4
4,1,60929,60918,67166,33480,42141,4
3,4,159760,159735,162544,56149,73716,4
1,2,125954,125934,121695,3316,123610,7
1,1,112239,112221,73801,17824,4173,11
4,1,63004,62991,79601,148283,106018,4
4,1,44618,44610,15164,65166,32350,3
5,2,1508,1508,146015,21326,69063,4
2,1,98751,98735,66015,153171,93116,4
1,3,121792,121774,26642,159582,98349,4
3,4,144912,144892,13768,142515,89031,10
2,3,82685,82671,50396,21651,64179,7
2,3,91209,91195,75597,3450,67083,10
1,3,115205,115187,92522,30456,136005,7
4,4,62835,62822,3400,156085,75369,4
2,3,90314,90300,26807,157332,92022,4
3,3,144735,144715,26913,156830,64366,4
4,3,48018,48010,84413,24408,141679,7
4,3,45623,45615,58803,86263,135481,3
1,4,127391,127371,18069,42893,142938,5
3,2,148061,148040,45096,127271,43581,4
5,3,19511,19507,30914,153038,43802,5
4,2,61005,60994,64448,82989,17260,10
5,3,23667,23663,98664,63315,109009,9
5,2,5943,5943,117765,46898,110482,7
4,3,49600,49592,25053,144223,36270,5
5,3,22186,22182,116736,58953,123977,3
3,1,150241,150220,143673,54941,44089,9
4,2,47371,47363,92299,23482,64362,4
5,3,34181,34175,134846,108669,20856,6
4,4,45802,45794,12753,128988,139362,5
5,4,19789,19785,2973,158584,95202,4
2,3,79330,79316,123363,136889,152848,3
3,2,146940,146919,102161,51648,89539,4
3,1,158095,158071,1314,94141,24199,4
2,4,96338,96323,122599,29436,158738,3
2,2,96325,96310,136297,9068,87508,3
2,2,86432,86418,147692,7357,66374,9
1,2,126272,126252,52856,3264,129090,9
4,2,50395,50387,78337,118827,4230,3
1,3,122925,122907,47767,30479,113519,7
5,3,24902,24898,17202,127678,34025,4
2,4,80793,80779,126452,111048,152301,2
3,1,144043,144023,139002,55565,101655,9
3,1,158969,158944,137913,124568,120344,7
1,1,111668,111650,129195,132219,20555,3
3,4,156388,156364,118633,48811,136891,9
3,2,140601,140581,133334,38685,33504,4
2,1,76221,76207,111109,149385,12241,7
2,2,87569,87555,42346,116613,40200,10
2,1,103612,103596,93148,60275,52828,7
3,3,156126,156102,95834,64003,135929,7
2,3,88442,88428,122244,154832,152468,3
2,4,77433,77419,34401,91620,150043,5
1,2,126895,126875,76603,162720,52906,4
2,2,93816,93801,10348,85452,14597,4
5,3,21556,21552,150353,104366,103200,4
1,4,130424,130404,158811,26949,65073,4
1,2,126872,126852,59106,141658,55385,4
4,1,55135,55127,105974,94183,34321,7
5,2,17118,17115,117523,121328,93853,3
2,1,104587,104571,66399,149082,60212,4
1,4,124651,124633,3938,124700,116027,4
5,1,26965,26961,119340,114769,44093,7
4,4,62908,62895,3206,156191,91140,4
3,4,157331,157307,10323,147231,42495,4
5,4,33527,33521,19036,163118,124322,10
1,4,108230,108212,157586,62469,23249,4
2,1,76973,76959,109158,7125,118772,4
5,1,17078,17075,47420,136700,46073,3
5,2,28721,28717,43554,112687,41499,5
5,1,10925,10924,112726,8094,45571,4
1,1,109942,109924,157847,11356,88418,9
3,2,154841,154817,124438,28796,22849,4
5,3,12870,12869,159407,56185,76542,4
1,1,111847,111829,90912,7250,88499,7
2,1,83440,83426,109731,45640,20440,4
5,2,4697,4697,153112,17972,80480,4
4,1,64311,64298,40325,55769,53993,8
5,4,10981,10980,157932,11460,106418,10
5,3,26419,26415,60778,77663,142412,3
4,4,59543,59532,34509,141495,132864,5
4,2,49813,49805,68956,133676,56413,4
2,2,88009,87995,4353,35538,36548,4
4,3,63556,63543,62601,19140,1096,6
4,2,53836,53828,42510,27864,28421,3
5,1,12675,12674,122743,94733,46594,1
3,3,148554,148533,146941,27693,77880,4
2,1,98723,98707,64763,154226,97524,4
5,2,16322,16319,44117,131094,57195,3
4,1,58811,58800,55210,58640,28006,4
3,3,150599,150578,110235,124988,146173,3
1,4,114818,114800,70995,42776,153286,7
5,3,15073,15071,111810,33446,82814,9
1,4,127107,127087,12867,158886,16849,4
4,1,60903,60892,61792,19122,25251,4
2,2,84718,84704,59750,42759,82481,3
4,2,44386,44378,67466,106915,4153,7
1,3,129672,129652,18333,159742,89069,4
3,1,134021,134001,161450,2607,163804,3
1,4,113535,113517,3567,142393,56080,4
5,1,9165,9164,149762,129471,108141,3
4,3,70201,70187,16087,70303,135993,7
4,4,68532,68519,9904,149199,52657,4
2,1,78947,78933,132215,79505,46668,4
4,4,53411,53403,2466,141864,60878,4
4,3,49597,49589,25738,123318,60498,5
3,2,159435,159410,86464,35919,20345,1
3,4,164745,164720,15623,69615,162457,3
3,1,160638,160613,67023,134458,115614,4
3,2,140988,140968,136101,115777,94736,10
2,4,76040,76026,98868,156041,151187,7
5,2,31220,31214,83394,55181,48877,3
1,4,127394,127374,15078,33819,143298,5
5,1,5850,5850,127631,24482,75536,7
2,1,90503,90489,41056,120156,16770,10
3,2,133839,133819,109559,120199,9773,7
5,1,30541,30535,130039,50917,123155,4
5,3,4174,4174,145690,26188,142582,3
4,2,58371,58360,82143,111154,73664,3
2,4,91858,91844,72386,44447,151752,7
4,2,63314,63301,41570,105385,15079,3
4,3,53767,53759,24800,129303,85706,10
5,1,7103,7103,151579,54598,113062,9
5,3,23546,23542,94730,59425,109128,9
3,3,144698,144678,25600,144327,75803,4
3,2,137467,137447,147779,108446,31262,9
4,4,46510,46502,28425,118513,42817,10
2,1,102082,102066,35347,120987,15864,10
4,4,71674,71660,2967,133092,122902,4
4,4,49904,49896,5747,148127,24934,4
2,4,104461,104445,13223,156117,81242,5
1,1,106783,106766,97145,12979,128678,4
2,3,76925,76911,148035,24352,28800,4
2,2,80506,80492,146103,5298,84917,9
5,1,14834,14832,139503,37515,44672,9
5,3,7220,7219,134967,92685,48136,2
2,2,104549,104533,75216,135498,117285,4
5,1,716,716,109435,110027,17883,7
1,2,122963,122945,63906,88372,21482,7
2,3,96867,96852,139667,69918,114398,10
3,4,134677,134657,161229,72822,46460,4
1,2,111314,111296,45630,125183,20867,4
2,2,99291,99275,54280,37342,15820,6
4,1,69846,69832,30268,75769,54578,8
5,2,13781,13780,97728,25844,74834,3
1,1,122526,122508,43366,67887,5170,10
5,3,29428,29424,33767,134450,98212,10
1,2,109736,109718,152940,53471,55536,9
2,3,99366,99350,162194,1857,163799,4
1,4,118516,118498,112738,22323,135580,10
2,1,85731,85717,70794,102894,59488,3
5,3,15669,15667,19477,154446,37521,4
5,1,21522,21518,130272,110566,34950,4
2,3,97713,97697,92095,72616,142119,7
5,4,37355,37347,8991,135020,98796,5
5,1,9810,9809,110118,103570,8520,7
2,1,90011,89997,73871,155010,70007,4
2,2,104947,104930,39456,110023,73982,10
3,4,143877,143857,135733,77331,101764,9
5,1,19908,19904,62933,161337,100401,4
4,3,62316,62305,144190,46484,35682,4
1,4,110320,110302,3781,162778,95416,4
1,1,108146,108128,115702,46510,54703,4
4,3,63213,63200,16530,145169,67348,10
4,3,49661,49653,24746,144915,28043,4
2,4,80348,80334,114879,27572,127052,9
4,3,43929,43921,125049,106303,148151,3
5,3,6740,6740,132092,47278,117342,9
4,4,74477,74463,4887,140282,99801,4
2,3,89438,89424,149378,92672,34939,4
5,2,198,198,59334,73725,70055,3
5,3,21112,21108,152539,74998,57459,4
3,1,147249,147228,119236,61934,55877,4
4,4,51966,51958,76014,149565,141248,7
5,2,18966,18963,131067,134926,13919,4
5,1,6057,6057,116254,25773,68665,7
1,3,106269,106252,86066,147977,135519,7
5,1,7319,7318,116758,89770,65677,2
5,3,16736,16733,13043,53561,38834,4
5,2,42593,42585,39203,88876,55020,3
1,3,111745,111727,70147,35361,137639,8
2,3,90561,90547,44200,72379,137815,3
5,4,11663,11662,2771,138356,37566,4
2,4,95051,95036,162518,24329,138957,4
1,2,127261,127241,56053,129886,104518,10
4,2,69233,69219,40132,13256,11618,4
3,4,159195,159170,59506,120133,161486,3
1,4,132046,132026,6944,159616,48729,4
2,2,84971,84957,130933,47441,26627,4
3,3,160984,160959,364,770,164070,10
5,3,31931,31925,88411,48704,129290,7
1,2,110085,110067,146713,119546,119170,2
3,4,146943,146922,161647,52376,71904,4
5,4,29661,29657,145966,107919,160216,3
5,1,8904,8903,35686,7487,36474,10
2,4,95267,95252,157186,37449,53167,4
2,1,87491,87477,11305,136100,159631,10
3,2,162010,161985,85529,112989,10942,3
2,3,89787,89773,60415,101197,136638,3
5,2,27095,27091,125287,111677,59983,7
1,3,108208,108190,156044,48062,20885,4
4,3,70897,70883,153824,85553,103756,4
2,3,90222,90208,21259,141131,106886,4
5,1,20079,20075,46718,161668,134180,4
3,4,136988,136968,89329,68003,151081,7
3,2,137862,137842,140002,108227,46812,3
3,4,163826,163801,8692,148432,42223,4
2,4,96294,96279,65771,110236,154264,3
4,3,62378,62367,139222,37511,21474,4
5,2,7533,7532,51190,154049,69729,4
4,3,53331,53323,17209,145313,77223,4
5,1,41807,41799,84352,146318,60199,4
4,1,58722,58711,57288,39089,65143,1
3,2,145779,145758,150599,108577,98267,3
4,2,59403,59392,109261,137196,64741,3
2,3,101134,101118,158150,1711,76202,4
3,1,146673,146652,24677,63224,22374,3
5,2,42365,42357,33507,118951,43602,10
3,3,137121,137101,118461,64411,119105,7
3,2,141788,141768,54205,104654,29006,10
4,2,71859,71845,69763,148443,79269,4
4,1,70390,70376,37468,98572,53773,11
1,4,113219,113201,9688,129668,76829,5
2,4,101967,101951,11088,157677,7909,4
2,1,79192,79178,140810,93532,64559,10
3,4,136477,136457,104704,141381,158419,3
3,2,137463,137443,147382,90556,18924,9
4,1,60142,60131,69295,135284,122184,10
2,4,95470,95455,66311,41784,153199,3
2,4,103481,103465,85013,80733,153709,7
2,1,104022,104006,149600,36174,98670,9
3,4,162457,162432,49427,68617,141416,7
1,1,128323,128303,132680,87372,31194,7
3,2,156874,156850,128863,117783,12829,3
1,4,126566,126546,107279,15278,118346,9
3,1,142857,142837,48502,100341,30371,3
2,4,81240,81226,13137,157674,48602,4
5,1,32609,32603,109932,48388,25751,9
5,3,34205,34199,94908,159376,29080,6
4,1,53195,53187,54965,163262,77843,5
3,2,149510,149489,100135,72063,72628,7
5,1,2688,2688,144514,11636,4497,3
5,2,661,661,63769,135764,34151,7
3,1,159515,159490,121807,28684,121060,4
4,2,50063,50055,68260,132231,70782,4
4,1,57992,57981,51118,88063,41015,7
2,4,97763,97747,120438,49238,122917,9
2,1,105687,105670,508,163061,163910,3
1,2,129497,129477,37354,134198,42271,4
3,1,160324,160299,41775,90244,114677,5
3,2,146377,146356,23009,97204,55970,7
4,4,45723,45715,27532,110209,144125,5
1,4,112382,112364,54249,95010,153487,3
3,3,142593,142573,160791,263,156044,4
1,4,133037,133017,65316,11050,74453,4
5,4,40479,40471,83069,86360,154455,7
5,3,44,44,21925,1415,129302,3
3,2,152923,152900,24494,89871,18556,3
4,1,46978,46970,85962,29398,75116,4
3,4,143575,143555,79460,81851,153796,7
2,3,100320,100304,84196,154663,129564,7
4,1,70177,70163,34618,91338,49717,7
5,3,25038,25034,22931,142993,51506,10
3,2,153275,153252,117754,9763,34467,4
3,2,157943,157919,1065,60010,16986,4
2,1,83673,83659,102299,81342,50371,10
4,2,58253,58242,47845,78815,21850,7
5,3,37961,37953,24822,142246,40407,4
3,4,158586,158561,82592,145064,141578,7
1,3,112234,112216,56634,40410,129359,11
1,1,107806,107788,54995,161584,115572,4
5,1,4356,4356,144016,8100,47573,4
3,1,144181,144161,125595,93472,68392,2
2,2,86285,86271,133089,57073,51831,1
4,1,68870,68856,25158,14169,15590,3
5,4,32962,32956,13630,137297,73016,4
4,1,56972,56961,94155,96189,29691,6
4,2,53519,53511,51388,135173,98326,4
1,3,118514,118496,107730,18869,76704,10
2,4,96150,96135,21682,155971,126875,10
5,2,31562,31556,98815,64990,79169,7
5,3,42118,42110,26299,115805,2475,4
3,3,154631,154607,129303,55767,124739,1
1,3,120917,120899,119676,6116,106552,9
1,3,126458,126438,121361,18601,105424,9
5,3,6249,6249,92998,49531,136309,7
2,2,82600,82586,61643,101685,39506,7
5,3,10748,10747,143393,3743,101594,4
5,3,24016,24012,94992,32931,69144,2
2,2,77096,77082,119030,7086,42650,4
4,2,46260,46252,74126,127339,106153,4
2,1,94451,94436,30833,12897,1001,7
4,3,59999,59988,23897,112619,14487,4
4,4,47433,47425,154114,45721,118933,10
5,2,38474,38466,67882,59270,54568,3
2,1,77081,77067,110037,5087,105241,4
5,3,1492,1492,161672,378,123558,4
1,3,129447,129427,13185,130546,70830,5
5,4,9443,9442,90352,102174,156007,8
2,3,103773,103757,122854,60650,124406,9
4,1,54552,54544,102574,4280,96619,4
5,2,26309,26305,29402,20410,38982,3
3,2,149167,149146,51803,100250,39849,3
2,3,96466,96451,150166,27292,8082,4
5,4,6700,6700,115166,49612,127034,9
4,2,58796,58785,85243,140836,65919,4
2,2,97455,97439,102531,12609,139569,7
2,4,86766,86752,109354,44255,87178,9
4,1,61909,61898,90163,99104,37153,4
2,2,87936,87922,7927,77976,52830,6
3,1,140961,140941,140631,124661,35318,10
2,1,76375,76361,110469,146804,12077,11
5,4,41037,41029,82183,38220,131378,9
3,1,164831,164806,129451,108788,89393,3
4,3,50145,50137,24195,132586,105405,4
4,2,56204,56193,74524,139684,56799,4
3,1,156880,156856,107706,115179,80599,3
1,4,125930,125910,62011,43465,146941,7
5,2,42119,42111,74950,125321,70238,4
3,1,140403,140383,93210,68896,85863,1
4,4,67508,67495,54891,34922,142217,7
3,1,162418,162393,123936,59875,28878,7
2,3,92886,92871,21808,149989,106547,4
2,4,105792,105775,44067,72758,157809,3
3,4,158446,158421,21753,53978,159798,3
1,4,118026,118008,151311,1395,116153,4
1,2,108986,108968,129600,16923,143754,7
5,3,17866,17863,82065,159627,123487,7
1,2,129600,129580,52128,131299,36245,4
1,1,112377,112359,54943,69890,20611,3
1,2,126312,126292,51163,3519,119429,9
5,3,18925,18922,155337,81383,18375,4
1,1,112219,112201,86062,37876,28753,7
1,3,130222,130202,155030,78280,132253,4
4,3,73227,73213,78179,39419,136078,7
2,2,85712,85698,40678,54580,46187,3
1,1,128529,128509,119912,114604,15843,7
4,4,75558,75544,32756,60269,163166,3
2,4,98232,98216,117172,42234,122281,9
4,3,70717,70703,156874,22385,10370,4
4,3,65798,65785,111404,147177,152117,4
4,1,52236,52228,158417,83858,162264,1
4,2,71955,71941,36606,105834,10005,10
2,2,105148,105131,15798,13589,6989,6
2,2,93837,93822,8797,90867,4164,4
2,4,97300,97284,71562,44329,152231,7
1,2,108747,108729,96060,136075,80145,3
3,3,135375,135355,25627,147187,58199,4
5,3,4240,4240,147066,33886,149524,3
4,3,63882,63869,82039,95687,74659,10
4,3,68900,68886,25107,73742,150504,3
4,4,49142,49134,145085,2728,26815,9
2,4,78543,78529,112669,37549,161425,3
4,4,45072,45064,159960,64707,64043,4
3,2,148491,148470,84269,49508,62028,1
2,1,86404,86390,149262,37682,76195,9
5,4,4858,4858,163224,23524,59254,4
5,2,17849,17846,100088,88027,79685,7
5,3,39054,39046,154586,41522,29382,4
5,1,42431,42423,46302,110077,30411,10
2,1,84169,84155,77733,153393,109573,4
1,1,122631,122613,130071,72027,91898,3
1,4,125256,125238,156836,7467,66990,4
3,4,139252,139232,858,162657,163244,10
3,4,148042,148021,5735,145885,41928,4
4,3,70798,70784,159225,97070,102116,4
2,2,84698,84684,56018,61009,18655,3
1,4,112499,112481,157478,42059,24423,4
1,3,119812,119794,147807,12217,84671,4
2,1,100718,100702,32081,60375,93114,3
5,3,25202,25198,35970,116025,137923,3
1,3,119166,119148,22413,132557,26050,10
4,2,56447,56436,72683,140712,85278,4
3,4,159087,159062,86366,139252,139805,11
1,2,131058,131038,132836,6111,137321,7
1,3,113910,113892,137902,81556,148095,3
4,3,58201,58190,57931,33222,122715,7
5,1,34177,34171,141461,58329,92846,6
5,1,34084,34078,108621,135366,22301,5
1,1,106243,106226,109263,103270,31182,7
1,3,121404,121386,25083,154114,84279,4
2,3,79060,79046,152727,3099,29539,4
4,2,69205,69191,41073,14490,13824,4
3,1,162490,162465,122055,59198,27414,7
4,3,70045,70031,15797,84726,131181,7
5,1,31169,31163,92735,82901,34795,3
5,2,27899,27895,118628,4008,87325,4
5,3,32361,32355,88529,28909,95545,9
5,2,19016,19013,64786,101201,43972,4
2,1,101277,101261,92769,83322,21151,10
4,1,51197,51189,162548,114442,14855,3
5,1,11606,11605,53387,162290,74741,4
2,2,86055,86041,116870,12065,99637,7
2,2,82665,82651,63272,112076,97440,7
4,4,43812,43804,57239,92156,162810,3
5,1,25267,25263,46928,75048,41262,3
5,1,9438,9437,96378,123911,13983,3
1,3,112720,112702,155567,45659,1407,4
4,2,61946,61935,107051,122460,10901,4
5,2,39661,39653,112478,102445,89918,3
5,4,5858,5858,71655,69730,158423,7
4,2,73072,73058,113274,63086,26702,7
5,4,12510,12509,121514,60708,161928,3
5,2,16903,16900,40010,87803,31533,10
1,4,131117,131097,69928,7020,148549,7
3,1,138155,138135,70475,132110,69880,4
1,3,122186,122168,18388,118601,47430,6
2,2,87067,87053,57191,120108,86883,4
3,2,147469,147448,129414,107820,67927,3
2,2,100016,100000,64947,101573,10399,8
2,1,89934,89920,57323,159358,97874,5
3,2,163883,163858,93440,161353,106369,10
5,3,31007,31001,56594,109725,123255,3
4,1,53484,53476,57545,155950,124006,4
5,1,25535,25531,54606,90154,5455,6
3,4,137892,137872,69816,119567,161874,3
3,2,160206,160181,51046,66377,29523,3
5,3,5099,5099,141939,37667,86370,10
5,4,17015,17012,21054,68577,160161,10
4,4,48639,48631,87690,22264,140885,7
2,3,88668,88654,135321,94529,159818,7
3,4,153510,153487,137888,15994,127206,10
1,3,107834,107816,9485,158626,67619,10
3,2,147619,147598,42697,91292,90177,5
3,3,144664,144644,28035,142324,43629,4
1,4,111818,111800,43812,44143,133797,7
5,1,25335,25331,73886,130963,16364,3
5,2,27064,27060,130075,96989,27692,7
1,4,107791,107773,1670,157892,80357,4
5,2,11332,11331,46872,120088,15822,3
4,1,72061,72047,78246,79255,17034,3
2,4,103591,103575,82338,81983,153500,7
2,1,81635,81621,10804,101842,19623,6
2,1,102019,102003,51222,147625,99387,10
5,4,6742,6742,125387,48529,133126,9
5,3,2287,2287,162763,9276,49189,4
2,3,82449,82435,42003,85445,137327,8
5,3,15117,15115,114004,24131,65791,9
4,2,53928,53920,86759,30161,83188,3
5,2,29261,29257,57606,128225,81065,4
3,2,134696,134676,110415,50054,113948,4
4,4,73877,73863,92550,24030,119631,9
5,3,4284,4284,157735,53813,146652,1
5,1,1525,1525,137500,99774,102463,4
4,4,75439,75425,47858,86035,93783,10
3,3,150839,150818,31421,158680,62045,4
5,2,4071,4071,137645,27052,25516,3
3,4,157001,156977,13224,140057,4099,4
4,2,69222,69208,40537,14545,8138,4
3,4,152895,152872,15872,78377,158690,3
5,3,27299,27295,97805,93728,136126,3
5,2,31810,31804,97338,62890,97818,7
2,1,77331,77317,129712,115070,7466,3
5,4,18792,18789,160398,40375,11184,4
3,3,144721,144701,24626,157854,62177,4
3,4,147530,147509,31654,89173,161695,3
4,1,69474,69460,39684,71923,1488,3
1,4,132709,132689,39786,157579,122568,6
2,2,84944,84930,131276,51164,30983,4
3,2,145319,145299,12128,44357,30042,6
4,2,58531,58520,2229,44776,20547,3
3,1,142421,142401,123527,71064,58380,4
3,4,153004,152981,154776,52726,85958,1
2,3,91088,91074,148814,32003,81241,10
3,1,139905,139885,30609,70316,48778,7
2,3,99212,99196,82898,143608,62730,6
2,1,102369,102353,114838,55499,91692,4
5,1,31660,31654,117815,55361,121248,7
5,1,38334,38326,35821,90554,62707,3
2,3,88176,88162,46651,2312,62053,10
3,2,139056,139036,870,10692,43229,4
3,2,157731,157707,18741,74535,6653,5
1,2,112335,112317,75458,58416,97282,3
3,4,154348,154325,8150,163412,73004,10
1,4,122985,122967,44477,5668,138211,7
3,3,145901,145880,118910,117179,128362,3
2,1,79936,79922,89163,49984,72068,7
5,4,37873,37865,8360,155264,111977,4
4,3,62517,62504,119926,66890,91083,10
4,3,50978,50970,35723,91319,101601,10
5,4,2202,2202,163787,2281,23296,4
